state,county,bbox
CT,"New Haven County, CT","[-73.3272585, 41.1693202, -72.5359429, 41.6443314]"
CT,New Haven County,"[-73.3272585, 41.1693202, -72.5359429, 41.6443314]"
CT,"New London County, CT","[-72.4667689, 41.2713154, -71.7876508, 41.7144316]"
CT,New London County,"[-72.4667689, 41.2713154, -71.7876508, 41.7144316]"
CT,"Tolland County, CT","[-72.5177728, 41.5887035, -72.0991713, 42.0343757]"
CT,"Windham County, CT","[-72.2531503, 41.6343395, -71.787239, 42.0288073]"
DE,"Kent County, DE","[-75.7600538, 38.8292881, -75.1369618, 39.3863515]"
DE,Kent County,"[-101.0388436, 32.962932, -100.517449, 33.3990719]"
DE,"New Castle County, DE","[-75.7890215, 39.2902319, -75.4052809, 39.8395147]"
DE,New Castle County,"[-75.7890215, 39.2902319, -75.4052809, 39.8395147]"
DE,"Sussex County, DE","[-75.7227461, 38.4511785, -74.9849355, 39.0008138]"
DE,Sussex County,"[-77.6197328, 36.7071351, -76.9535356, 37.1139679]"
DC,"District of Columbia, DC","[-77.1197949, 38.7916303, -76.909366, 38.995968]"
FL,"Alachua County, FL","[-82.658554, 29.417057, -82.049052, 29.945254]"
FL,"Baker County, FL","[-82.459793, 30.136449, -82.048816, 30.584267]"
FL,"Bay County, FL","[-85.999893, 29.901033, -85.38415, 30.5674239]"
FL,Bay County,"[-85.999893, 29.901033, -85.38415, 30.5674239]"
FL,"Bradford County, FL","[-82.418728, 29.7183637, -82.0461187, 30.1431434]"
FL,"Brevard County, FL","[-80.988014, 27.822058, -80.385069, 28.791396]"
FL,Brevard County,"[-80.988014, 27.822058, -80.385069, 28.791396]"
FL,"Broward County, FL","[-80.8813893, 25.956835, -80.015276, 26.3554911]"
FL,Broward County,"[-80.8813893, 25.956835, -80.015276, 26.3554911]"
FL,"Calhoun County, FL","[-85.3898978, 30.199889, -84.9328978, 30.608128]"
FL,"Charlotte County, FL","[-82.437327, 26.7695304, -81.562202, 27.035287]"
FL,Charlotte County,"[-82.437327, 26.7695304, -81.562202, 27.035287]"
FL,"Citrus County, FL","[-82.848248, 28.665671, -82.169188, 29.0526]"
FL,Citrus County,"[-82.848248, 28.665671, -82.169188, 29.0526]"
FL,"Clay County, FL","[-82.049424, 29.718434, -81.581207, 30.193466]"
FL,"Collier County, FL","[-81.905501, 25.769452, -80.872992, 26.517069]"
FL,Collier County,"[-81.905501, 25.769452, -80.872992, 26.517069]"
FL,"Columbia County, FL","[-82.800477, 29.825587, -82.452518, 30.597734]"
FL,"DeSoto County, FL","[-82.0575825, 27.031701, -81.562196, 27.340702]"
FL,"Dixie County, FL","[-83.481264, 29.25099, -82.919826, 29.825449]"
FL,Dixie County,"[-83.481264, 29.25099, -82.919826, 29.825449]"
FL,"Duval County, FL","[-82.0493895, 30.103748, -81.316712, 30.5862095]"
FL,Duval County,"[-98.8033747, 27.2625243, -98.2322622, 28.0578899]"
FL,"Escambia County, FL","[-87.634896, 30.22868, -86.916607, 30.998946]"
FL,Escambia County,"[-87.634896, 30.22868, -86.916607, 30.998946]"
FL,"Flagler County, FL","[-81.52366, 29.261133, -81.041923, 29.671087]"
FL,Flagler County,"[-81.52366, 29.261133, -81.041923, 29.671087]"
FL,"Franklin County, FL","[-85.246316, 29.535953, -84.255948, 30.013931]"
FL,Franklin County,"[-95.3089241, 32.96189, -95.1245796, 33.3893979]"
FL,"Gadsden County, FL","[-84.9328978, 30.3880867, -84.282521, 30.7115958]"
FL,"Gilchrist County, FL","[-82.972962, 29.5625155, -82.6562758, 29.935479]"
FL,"Glades County, FL","[-81.565931, 26.768203, -80.8702155, 27.210881]"
FL,Glades County,"[-81.565931, 26.768203, -80.8702155, 27.210881]"
FL,"Gulf County, FL","[-85.474996, 29.603548, -85.017954, 30.201385]"
FL,Gulf County,"[-85.474996, 29.603548, -85.017954, 30.201385]"
FL,"Hamilton County, FL","[-83.3098043, 30.317237, -82.645478, 30.6343979]"
FL,"Hardee County, FL","[-82.055753, 27.336709, -81.563302, 27.6466538]"
FL,"Hendry County, FL","[-81.566303, 26.2531235, -80.8797179, 26.958919]"
FL,Hendry County,"[-81.566303, 26.2531235, -80.8797179, 26.958919]"
FL,"Hernando County, FL","[-82.778437, 28.43329, -82.054469, 28.694859]"
FL,Hernando County,"[-82.778437, 28.43329, -82.054469, 28.694859]"
FL,"Highlands County, FL","[-81.56409, 27.032288, -80.941808, 27.6466538]"
FL,"Hillsborough County, FL","[-82.823669, 27.57055, -82.054012, 28.173379]"
FL,Hillsborough County,"[-82.823669, 27.57055, -82.054012, 28.173379]"
FL,"Holmes County, FL","[-86.0377326, 30.702975, -85.4980607, 30.9968574]"
FL,"Indian River County, FL","[-80.881172, 27.556737, -80.263543, 27.861362]"
FL,Indian River County,"[-80.881172, 27.556737, -80.263543, 27.861362]"
FL,"Jackson County, FL","[-85.600291, 30.564336, -84.8580774, 31.000762]"
FL,"Jefferson County, FL","[-84.076234, 30.012225, -83.604121, 30.672127]"
FL,Jefferson County,"[-94.4451195, 29.3971826, -93.7950654, 30.1890213]"
FL,"Lafayette County, FL","[-83.37089, 29.820684, -82.875284, 30.2606738]"
FL,"Lake County, FL","[-81.957641, 28.3443725, -81.349643, 29.2767866]"
FL,"Lee County, FL","[-82.33504, 26.316129, -81.56218, 26.789551]"
FL,Lee County,"[-97.3346196, 30.032048, -96.6405299, 30.5572159]"
FL,"Leon County, FL","[-84.715366, 30.273438, -83.977165, 30.6853308]"
FL,"Levy County, FL","[-83.239859, 28.914529, -82.4032148, 29.591374]"
FL,Levy County,"[-83.239859, 28.914529, -82.4032148, 29.591374]"
FL,"Liberty County, FL","[-85.152987, 29.971988, -84.542873, 30.6059121]"
FL,"Madison County, FL","[-83.821913, 30.260169, -83.1711961, 30.6512414]"
FL,"Manatee County, FL","[-82.823029, 27.2079842, -82.054349, 27.64668]"
FL,Manatee County,"[-82.823029, 27.2079842, -82.054349, 27.64668]"
FL,"Marion County, FL","[-82.5359526, 28.9597986, -81.6389336, 29.521678]"
FL,"Martin County, FL","[-80.885639, 26.9563215, -80.022754, 27.2638453]"
FL,Martin County,"[-102.2111497, 32.086764, -101.6884924, 32.5252249]"
FL,"Miami-Dade County, FL","[-80.8736, 25.13735, -80.042754, 25.9791962]"
FL,Miami-Dade County,"[-80.8736, 25.13735, -80.042754, 25.9791962]"
FL,"Monroe County, FL","[-82.987477, 24.396308, -80.150247, 25.8052273]"
FL,Monroe County,"[-75.6492873, 40.8148384, -74.9666006, 41.2521312]"
FL,"Nassau County, FL","[-82.0504331, 30.273337, -81.346358, 30.8301765]"
FL,Nassau County,"[-73.780415, 40.525318, -73.421958, 40.9896322]"
FL,"Okaloosa County, FL","[-86.800554, 30.325354, -86.3884743, 30.9970461]"
FL,Okaloosa County,"[-86.800554, 30.325354, -86.3884743, 30.9970461]"
FL,"Okeechobee County, FL","[-81.213717, 26.958919, -80.677356, 27.643238]"
FL,Okeechobee County,"[-81.213717, 26.958919, -80.677356, 27.643238]"
FL,"Orange County, FL","[-81.658619, 28.346742, -80.8631553, 28.786278]"
FL,Orange County,"[-118.1527575, 33.3336696, -117.4126826, 33.9476346]"
FL,"Osceola County, FL","[-81.6570871, 27.64199, -80.8624236, 28.3485192]"
FL,"Palm Beach County, FL","[-80.886232, 26.3206768, -79.974306, 26.9709235]"
FL,Palm Beach County,"[-80.886232, 26.3206768, -79.974306, 26.9709235]"
FL,"Pasco County, FL","[-82.908311, 28.1699321, -82.054694, 28.478837]"
FL,Pasco County,"[-82.908311, 28.1699321, -82.054694, 28.478837]"
FL,"Pinellas County, FL","[-82.908909, 27.610273, -82.540618, 28.1733488]"
FL,Pinellas County,"[-82.908909, 27.610273, -82.540618, 28.1733488]"
FL,"Polk County, FL","[-82.106236, 27.643238, -81.131044, 28.361868]"
FL,"Putnam County, FL","[-82.056151, 29.32443, -81.433583, 29.840176]"
FL,"St. Johns County, FL","[-81.690469, 29.622432, -81.150817, 30.252941]"
FL,St. Johns County,"[-81.690469, 29.622432, -81.150817, 30.252941]"
FL,"St. Lucie County, FL","[-80.68, 27.205584, -80.138049, 27.558714]"
FL,St. Lucie County,"[-80.68, 27.205584, -80.138049, 27.558714]"
FL,"Santa Rosa County, FL","[-87.313838, 30.318724, -86.7858339, 30.9995925]"
FL,Santa Rosa County,"[-87.313838, 30.318724, -86.7858339, 30.9995925]"
FL,"Sarasota County, FL","[-82.705438, 26.9453584, -82.0566858, 27.3897857]"
FL,Sarasota County,"[-82.705438, 26.9453584, -82.0566858, 27.3897857]"
FL,"Seminole County, FL","[-81.4597364, 28.6105084, -80.986985, 28.879227]"
FL,"Sumter County, FL","[-82.311697, 28.305265, -81.9533883, 28.96053]"
FL,"Suwannee County, FL","[-83.253356, 29.8821962, -82.758583, 30.442871]"
FL,"Taylor County, FL","[-83.999883, 29.628697, -83.3189635, 30.30439]"
FL,Taylor County,"[-100.1509179, 32.0809726, -99.6295708, 32.5228148]"
FL,"Union County, FL","[-82.576143, 29.919923, -82.137858, 30.142885]"
FL,"Volusia County, FL","[-81.680903, 28.6129972, -80.663461, 29.432462]"
FL,Volusia County,"[-81.680903, 28.6129972, -80.663461, 29.432462]"
FL,"Wakulla County, FL","[-84.738028, 29.95805, -84.075455, 30.303493]"
FL,Wakulla County,"[-84.738028, 29.95805, -84.075455, 30.303493]"
FL,"Walton County, FL","[-86.397504, 30.21309, -85.844236, 30.9944535]"
FL,Walton County,"[-86.397504, 30.21309, -85.844236, 30.9944535]"
FL,"Washington County, FL","[-85.993351, 30.389657, -85.43226, 30.830552]"
GA,"Appling County, GA","[-82.550827, 31.4693118, -82.0476431, 31.9660161]"
GA,"Atkinson County, GA","[-83.1414231, 31.1837253, -82.6289943, 31.420432]"
GA,"Bacon County, GA","[-82.628311, 31.4169326, -82.2265771, 31.710762]"
GA,"Baker County, GA","[-84.6412406, 31.0786815, -84.1406513, 31.4488257]"
GA,"Baldwin County, GA","[-83.432591, 32.926147, -83.044327, 33.1904]"
GA,"Banks County, GA","[-83.66967, 34.1974999, -83.337845, 34.491539]"
GA,"Barrow County, GA","[-83.869115, 33.894573, -83.5374696, 34.127518]"
GA,"Bartow County, GA","[-85.047074, 34.075296, -84.644293, 34.413061]"
GA,"Ben Hill County, GA","[-83.4845589, 31.6516884, -82.995702, 31.8519979]"
GA,"Berrien County, GA","[-83.4390216, 31.0254576, -83.0336357, 31.4760198]"
GA,"Bibb County, GA","[-83.8927214, 32.660643, -83.48943, 32.9528742]"
GA,"Bleckley County, GA","[-83.498089, 32.272064, -83.138991, 32.5844123]"
GA,"Brantley County, GA","[-82.284328, 31.01063, -81.731694, 31.373246]"
GA,"Brooks County, GA","[-83.7437633, 30.6343979, -83.3090238, 31.07905]"
GA,"Bryan County, GA","[-81.781749, 31.71266, -81.138324, 32.24118]"
GA,"Bulloch County, GA","[-82.0302906, 32.1527914, -81.4329156, 32.6534793]"
GA,"Burke County, GA","[-82.3161823, 32.8037162, -81.5418606, 33.297001]"
GA,"Butts County, GA","[-84.123767, 33.1802122, -83.8072093, 33.4506364]"
GA,"Calhoun County, GA","[-84.8280554, 31.4278429, -84.412666, 31.6436837]"
GA,"Camden County, GA","[-81.936988, 30.7085312, -81.304353, 31.169595]"
GA,Camden County,"[-81.936988, 30.7085312, -81.304353, 31.169595]"
GA,"Candler County, GA","[-82.254379, 32.267555, -81.9186882, 32.5599479]"
GA,"Carroll County, GA","[-85.3382006, 33.425609, -84.808934, 33.812469]"
GA,"Catoosa County, GA","[-85.265396, 34.767635, -84.979904, 34.98797]"
GA,"Charlton County, GA","[-82.4211436, 30.3556558, -81.891878, 31.075645]"
GA,"Chatham County, GA","[-81.391698, 31.705198, -80.751429, 32.237591]"
GA,Chatham County,"[-81.391698, 31.705198, -80.751429, 32.237591]"
GA,"Chattahoochee County, GA","[-85.0072993, 32.2208348, -84.6372879, 32.5362114]"
GA,"Chattooga County, GA","[-85.527261, 34.285606, -85.109032, 34.58913]"
GA,"Cherokee County, GA","[-84.659241, 34.073298, -84.257586, 34.41259]"
GA,"Clarke County, GA","[-83.5374696, 33.8480209, -83.2408342, 34.039466]"
GA,"Clay County, GA","[-85.1414272, 31.4857748, -84.7993142, 31.7804914]"
GA,"Clayton County, GA","[-84.4585284, 33.352465, -84.243858, 33.6488498]"
GA,"Clinch County, GA","[-82.9711, 30.581767, -82.418689, 31.1839009]"
GA,"Cobb County, GA","[-84.739636, 33.743683, -84.374728, 34.081779]"
GA,"Coffee County, GA","[-83.1515711, 31.3639054, -82.5962756, 31.8164414]"
GA,"Colquitt County, GA","[-84.013832, 31.025882, -83.505421, 31.3350154]"
GA,"Columbia County, GA","[-82.442383, 33.355019, -82.0286601, 33.700787]"
GA,"Cook County, GA","[-83.5772078, 31.027051, -83.279631, 31.3504083]"
GA,"Coweta County, GA","[-85.0154116, 33.191043, -84.497043, 33.511758]"
GA,"Crawford County, GA","[-84.1991299, 32.5326796, -83.70109, 32.857137]"
GA,"Crisp County, GA","[-83.9610658, 31.8030056, -83.6096673, 32.0305333]"
GA,"Dade County, GA","[-85.605165, 34.623858, -85.363919, 34.984678]"
GA,"Dawson County, GA","[-84.346489, 34.334011, -83.957077, 34.617626]"
GA,"Decatur County, GA","[-84.8713856, 30.6901003, -84.375778, 31.0795374]"
GA,"DeKalb County, GA","[-84.3501296, 33.614666, -84.023713, 33.970866]"
GA,"Dodge County, GA","[-83.374123, 31.9007137, -82.858041, 32.4524266]"
GA,"Dooly County, GA","[-84.0335638, 32.0279353, -83.6062893, 32.2923168]"
GA,"Dougherty County, GA","[-84.457367, 31.435671, -83.9816415, 31.6502511]"
GA,"Douglas County, GA","[-84.911059, 33.573357, -84.577848, 33.806264]"
GA,"Early County, GA","[-85.1146635, 31.072653, -84.627136, 31.5187447]"
GA,"Echols County, GA","[-83.137123, 30.5916183, -82.579422, 30.8726246]"
GA,"Effingham County, GA","[-81.5476816, 32.095886, -81.119557, 32.5954223]"
GA,"Elbert County, GA","[-83.103287, 33.9557205, -82.5644929, 34.2895194]"
GA,"Emanuel County, GA","[-82.6476674, 32.2920409, -82.0016382, 32.8413859]"
GA,"Evans County, GA","[-82.025749, 32.0479, -81.718658, 32.278893]"
GA,"Fannin County, GA","[-84.6229212, 34.602982, -84.0929934, 34.988494]"
GA,"Fayette County, GA","[-84.62722, 33.2565, -84.38163, 33.5510211]"
GA,"Floyd County, GA","[-85.4620818, 34.077717, -85.005235, 34.58683]"
GA,"Forsyth County, GA","[-84.2594136, 34.0507052, -83.925529, 34.335171]"
GA,"Franklin County, GA","[-83.398354, 34.22373, -83.0518951, 34.5366858]"
GA,"Fulton County, GA","[-84.8509759, 33.502511, -84.0976947, 34.186289]"
GA,"Gilmer County, GA","[-84.657593, 34.548298, -84.194771, 34.8554457]"
GA,"Glascock County, GA","[-82.755846, 33.1188461, -82.431957, 33.3272799]"
GA,"Glynn County, GA","[-81.782493, 30.990644, -81.182564, 31.453037]"
GA,Glynn County,"[-81.782493, 30.990644, -81.182564, 31.453037]"
GA,"Gordon County, GA","[-85.112327, 34.38419, -84.644493, 34.630695]"
GA,"Grady County, GA","[-84.3806883, 30.6760328, -84.0729171, 31.078909]"
GA,"Greene County, GA","[-83.406189, 33.3550569, -82.950723, 33.761774]"
GA,"Gwinnett County, GA","[-84.277093, 33.752808, -83.799104, 34.167873]"
GA,"Habersham County, GA","[-83.681679, 34.431187, -83.3381564, 34.8278084]"
GA,"Hall County, GA","[-84.062841, 34.098281, -83.615251, 34.514096]"
GA,"Hancock County, GA","[-83.27522, 33.049849, -82.746182, 33.469178]"
GA,"Haralson County, GA","[-85.3867732, 33.651901, -85.036684, 33.90731]"
GA,"Harris County, GA","[-85.1842325, 32.583129, -84.682876, 32.872487]"
GA,"Hart County, GA","[-83.115847, 34.210163, -82.7740628, 34.4937551]"
GA,"Heard County, GA","[-85.2937554, 33.1296245, -84.9388562, 33.4281613]"
GA,"Henry County, GA","[-84.3544, 33.297703, -83.9226175, 33.6473107]"
GA,"Houston County, GA","[-83.856851, 32.28287, -83.482459, 32.692169]"
GA,"Irwin County, GA","[-83.5009899, 31.4718961, -82.9984139, 31.7696729]"
GA,"Jackson County, GA","[-83.817682, 33.9657304, -83.357051, 34.295276]"
GA,"Jasper County, GA","[-83.863362, 33.131861, -83.5335348, 33.52622]"
GA,"Jeff Davis County, GA","[-82.8368153, 31.6712077, -82.430908, 31.971441]"
GA,"Jefferson County, GA","[-82.662135, 32.7613005, -82.232493, 33.3133259]"
GA,"Jenkins County, GA","[-82.1480044, 32.6067626, -81.7676108, 32.953739]"
GA,"Johnson County, GA","[-82.9570134, 32.5093601, -82.4343936, 32.8224281]"
GA,"Jones County, GA","[-83.816534, 32.841309, -83.3576209, 33.18625]"
GA,"Lamar County, GA","[-84.2700542, 32.9314992, -84.040914, 33.202824]"
GA,"Lanier County, GA","[-83.1979933, 30.851624, -82.96994, 31.184172]"
GA,"Laurens County, GA","[-83.226318, 32.1474193, -82.6350223, 32.7156997]"
GA,"Lee County, GA","[-84.338013, 31.6219646, -83.9224547, 31.916487]"
GA,"Liberty County, GA","[-81.824405, 31.520981, -81.049789, 32.092551]"
GA,Liberty County,"[-95.1657672, 29.8842315, -94.4423065, 30.4935516]"
GA,"Lincoln County, GA","[-82.645606, 33.637012, -82.2183661, 33.984653]"
GA,"Long County, GA","[-81.981438, 31.5387987, -81.491798, 32.014882]"
GA,"Lowndes County, GA","[-83.4849346, 30.623967, -83.0202079, 31.0319346]"
GA,"Lumpkin County, GA","[-84.190964, 34.418389, -83.831528, 34.7411]"
GA,"McDuffie County, GA","[-82.6496084, 33.310875, -82.294334, 33.659994]"
GA,"McIntosh County, GA","[-81.668357, 31.290953, -81.095383, 31.699575]"
GA,McIntosh County,"[-81.668357, 31.290953, -81.095383, 31.699575]"
GA,"Macon County, GA","[-84.2560322, 32.1705443, -83.836673, 32.521904]"
GA,"Madison County, GA","[-83.4024269, 33.9990712, -82.976294, 34.27353]"
GA,"Marion County, GA","[-84.6590058, 32.134058, -84.3820614, 32.562083]"
GA,"Meriwether County, GA","[-84.864633, 32.84464, -84.490539, 33.2317515]"
GA,"Miller County, GA","[-84.9224324, 31.067837, -84.5368837, 31.2594722]"
GA,"Mitchell County, GA","[-84.5083007, 31.0772004, -83.9977812, 31.4437563]"
GA,"Monroe County, GA","[-84.124275, 32.848351, -83.7052604, 33.202634]"
GA,"Montgomery County, GA","[-82.656105, 31.9485511, -82.4090705, 32.3538042]"
GA,"Morgan County, GA","[-83.687386, 33.4344541, -83.269196, 33.81776]"
GA,"Murray County, GA","[-84.9445055, 34.583694, -84.5849348, 34.9883942]"
GA,"Muscogee County, GA","[-85.079207, 32.3738385, -84.667463, 32.6081231]"
GA,"Newton County, GA","[-84.055221, 33.367239, -83.674644, 33.744203]"
GA,"Oconee County, GA","[-83.6471684, 33.698307, -83.2762105, 33.9657304]"
GA,"Oglethorpe County, GA","[-83.306619, 33.689869, -82.779506, 34.047638]"
GA,"Paulding County, GA","[-85.05031, 33.774758, -84.723236, 34.082609]"
GA,"Peach County, GA","[-84.0180252, 32.439123, -83.70101, 32.6926339]"
GA,"Pickens County, GA","[-84.654854, 34.373266, -84.256767, 34.563965]"
GA,"Pierce County, GA","[-82.4209491, 31.2021172, -81.9920875, 31.5306957]"
GA,"Pike County, GA","[-84.538004, 32.968534, -84.248133, 33.208437]"
GA,"Polk County, GA","[-85.4218528, 33.899006, -84.922742, 34.099094]"
GA,"Pulaski County, GA","[-83.6158073, 32.1028914, -83.291138, 32.402358]"
GA,"Putnam County, GA","[-83.5458924, 33.167491, -83.143428, 33.4831772]"
GA,"Quitman County, GA","[-85.1421258, 31.7707652, -84.9069545, 31.991857]"
GA,"Rabun County, GA","[-83.6616375, 34.715937, -83.0983376, 35.0006769]"
GA,"Randolph County, GA","[-84.959282, 31.6185828, -84.53495, 31.9317763]"
GA,"Richmond County, GA","[-82.3538702, 33.227165, -81.8281227, 33.5450221]"
GA,"Rockdale County, GA","[-84.184148, 33.525855, -83.913229, 33.786054]"
GA,"Schley County, GA","[-84.430218, 32.1578681, -84.1814167, 32.4281149]"
GA,"Screven County, GA","[-81.8688363, 32.4892521, -81.3892083, 33.0455804]"
GA,"Seminole County, GA","[-85.0286307, 30.7115445, -84.7307517, 31.075545]"
GA,"Spalding County, GA","[-84.509104, 33.17862, -84.088991, 33.352621]"
GA,"Stephens County, GA","[-83.459793, 34.460297, -83.1033059, 34.6872027]"
GA,"Stewart County, GA","[-85.0683421, 31.9203247, -84.6311852, 32.2328514]"
GA,"Sumter County, GA","[-84.4438621, 31.873436, -83.919472, 32.2291512]"
GA,"Talbot County, GA","[-84.703163, 32.5184841, -84.286246, 32.883595]"
GA,"Taliaferro County, GA","[-83.014038, 33.438099, -82.679975, 33.733333]"
GA,"Tattnall County, GA","[-82.235207, 31.7827455, -81.761735, 32.3189596]"
GA,"Taylor County, GA","[-84.453232, 32.372053, -84.000559, 32.747626]"
GA,"Telfair County, GA","[-83.2080769, 31.7741771, -82.6455515, 32.1531906]"
GA,"Terrell County, GA","[-84.6030678, 31.6211316, -84.258499, 31.9663818]"
GA,"Thomas County, GA","[-84.1192484, 30.6584255, -83.7360963, 31.0780203]"
GA,"Tift County, GA","[-83.6666885, 31.3262751, -83.3387735, 31.597964]"
GA,"Toombs County, GA","[-82.4830833, 31.9098602, -82.1818503, 32.3538169]"
GA,"Towns County, GA","[-83.946335, 34.7905805, -83.546684, 34.9923998]"
GA,"Treutlen County, GA","[-82.748742, 32.2936446, -82.3819219, 32.512455]"
GA,"Troup County, GA","[-85.2365495, 32.8686194, -84.8611533, 33.2246858]"
